,item_id,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.2],Coverage[0.2],QuantileLoss[0.3],Coverage[0.3],QuantileLoss[0.4],Coverage[0.4],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.6],Coverage[0.6],QuantileLoss[0.7],Coverage[0.7],QuantileLoss[0.8],Coverage[0.8],QuantileLoss[0.9],Coverage[0.9]
57,D58,705.1148158482143,291.5416259765625,23779.298828125,1698.5213448660713,8.791284403669724,2.368755337590497,0.01222796924020718,12.871862022721503,183.756640625,0.0,260.802392578125,0.07142857142857142,294.24558105468753,0.21428571428571427,322.392236328125,0.2857142857142857,291.5416259765625,0.5,266.63774414062505,0.6428571428571429,214.81904296875,0.6428571428571429,148.41962890624998,1.0,133.09191894531247,1.0
58,D59,4415.504185267857,639.025390625,69869.703125,4990.693080357143,25.584415584415584,1.7840810398159899,0.009192345185439973,23.069758288388325,723.1630859375,0.14285714285714285,939.281640625,0.14285714285714285,1004.4577148437501,0.21428571428571427,911.5832031250001,0.2857142857142857,639.025390625,0.35714285714285715,483.48027343750005,0.9285714285714286,599.1750976562502,0.9285714285714286,600.3570312499999,1.0,489.1267578124999,1.0
59,D60,363.50390625,218.86083984375,57026.6015625,4073.328683035714,17.554068294986262,0.8905580671667692,0.0038404413658891653,9.357577231917455,224.64506835937505,0.0,278.25224609375,0.0,266.54213867187497,0.21428571428571427,248.685546875,0.2857142857142857,218.86083984375,0.5,218.99033203125,0.8571428571428571,293.79667968750005,1.0,303.5893554687499,1.0,235.29287109374997,1.0
60,D61,5227.066964285715,1001.17578125,50629.5,3616.3928571428573,63.73051948051948,1.122108471521728,0.01959919461584722,7.09243010580646,469.8685546875001,0.0,461.63134765625006,0.0,320.34707031249997,0.2857142857142857,542.70849609375,0.8571428571428571,1001.17578125,1.0,1199.4052734375,1.0,1302.3007324218752,1.0,1178.4440429687497,1.0,795.7434570312499,1.0
61,D62,92894.25892857143,4147.09033203125,75353.796875,5382.4140625,56.00769230769231,5.28892953444447,0.05387386730053504,18.785810644786086,447.76240234374995,0.2857142857142857,2005.8074218750003,0.7142857142857143,3133.53564453125,1.0,3888.7171874999995,1.0,4147.09033203125,1.0,3965.6332031249995,1.0,3477.9547851562506,1.0,2658.3753906249995,1.0,1592.5885742187497,1.0
62,D63,5251.603794642857,869.181640625,67515.203125,4822.514508928572,23.738505747126435,2.6153458673067944,0.012915810487380988,12.108306585537466,535.9693359375,0.0,787.0714843750001,0.0,924.3372070312499,0.0,912.9902343750002,0.0,869.181640625,0.0,641.3521484375,0.14285714285714285,399.079296875,0.35714285714285715,206.29003906249997,0.6428571428571429,185.73105468749995,0.9285714285714286
63,D64,3876.5959821428573,706.1549072265625,15191.5,1085.107142857143,19.192537313432837,2.6280858756057284,0.04623600532563195,29.21433402544979,364.6117553710937,0.35714285714285715,557.551416015625,0.42857142857142855,672.8954833984374,0.42857142857142855,708.722802734375,0.42857142857142855,706.1549072265625,0.42857142857142855,691.088427734375,0.5714285714285714,614.506396484375,0.6428571428571429,471.712744140625,0.7142857142857143,259.63354492187494,0.7142857142857143
64,D65,18996.680803571428,1539.9267578125,50531.5,3609.3928571428573,63.92045454545455,1.7208070436507936,0.03047130717528047,6.881681845238095,774.5072265625001,0.0,1229.9072265625,0.14285714285714285,1490.4583984375,0.21428571428571427,1527.07685546875,0.2857142857142857,1539.9267578125,0.35714285714285715,1459.12138671875,0.5,1283.054443359375,0.5,660.6214843749998,0.7857142857142857,367.33896484375,0.9285714285714286
65,D66,771.8797433035714,199.47705078125,19823.0,1415.9285714285713,22.2,0.6418180527067247,0.01003706573767207,9.356459294813789,356.8138671875,0.0,446.09067382812503,0.0,447.5953857421875,0.0,335.7458984375,0.07142857142857142,199.47705078125,0.42857142857142855,230.72714843750003,0.7857142857142857,296.0957763671875,0.8571428571428571,295.7139648437499,1.0,224.78366699218748,1.0
66,D67,50724.31696428572,2825.29638671875,73943.6015625,5281.685825892857,36.69934640522876,5.498923128965383,0.03883723809618665,23.018046976867605,1343.6451171875,0.0,2217.0439453125,0.0,2739.5929687499997,0.0,2928.6156250000004,0.0,2825.29638671875,0.0,2523.887109375,0.0,1922.7265624999998,0.14285714285714285,783.06171875,0.5,527.4002929687499,0.7857142857142857
67,D68,10577.888392857143,1277.5078125,77424.0,5530.285714285715,46.80451127819549,1.9496103162650602,0.01646554824447148,10.196846252196284,684.70732421875,0.0,895.1591796875,0.14285714285714285,1144.6741210937498,0.42857142857142855,1287.0759765625,0.5714285714285714,1277.5078125,0.5714285714285714,1162.1810546875,0.7142857142857143,962.6181640625002,0.7857142857142857,861.3552734374997,1.0,651.6162109374998,1.0
